;;;;;;;;;;
;Obligationsrente;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;År;Uge;Kort rente;Lang rente;Kort euro rente;;;;;
;;26;5,34;7,13;5,32;;;;;
;;25;5,42;6,62;5,33;;;;;
;;24;5,36;6,55;5,33;;;;;
;;23;5,12;6,40;5,11;;;;;
;;22;5,03;6,33;5,04;;;;;
;;21;4,93;6,28;4,95;;;;;
;;20;4,79;6,22;4,77;;;;;
;;19;4,76;6,20;4,76;;;;;
;;18;4,77;6,18;4,77;;;;;
;;17;4,77;6,15;4,74;;;;;
;;16;4,63;6,09;4,59;;;;;
;;15;4,60;6,06;4,61;;;;;
;;14;4,56;6,03;4,49;;;;;
;;13;4,49;5,93;4,50;;;;;
;;12;4,30;5,72;4,36;;;;;
;;11;4,27;5,73;4,35;;;;;
;;10;4,19;5,61;4,20;;;;;
;;9;4,22;5,67;4,23;;;;;
;;8;4,18;5,72;4,19;;;;;
;;7;4,11;5,59;4,11;;;;;
;;6;4,14;5,68;4,17;;;;;
;;5;4,28;5,77;4,21;;;;;
;;4;4,08;5,94;4,14;;;;;
;;3;4,45;6,01;4,45;;;;;
;;2;4,54;6,11;4,52;;;;;
;2008;1;4,60;5,73;4,58;;;;;
;;52;4,72;5,94;4,72;;;;;
;;51;4,75;5,95;4,75;;;;;
;;50;4,72;5,82;4,72;;;;;
;;49;4,48;5,63;4,48;;;;;
;;48;4,42;5,59;4,40;;;;;
;;47;4,39;5,64;4,39;;;;;
;;46;4,36;5,68;4,37;;;;;
;;45;4,46;5,79;4,41;;;;;
;;44;4,42;5,82;4,27;;;;;
;;43;4,54;5,95;4,47;;;;;
;;42;4,47;5,99;4,45;;;;;
;;41;4,55;6,02;4,56;;;;;
;;40;4,57;6,13;4,54;;;;;
;;39;4,60;6,11;4,55;;;;;
;;38;4,58;6,09;4,49;;;;;
;;37;4,59;6,11;4,50;;;;;
;;36;4,56;6,12;4,53;;;;;
;;35;4,51;6,13;4,49;;;;;
;;34;4,41;6,15;4,44;;;;;
;;33;4,45;6,15;4,38;;;;;
;;32;4,47;6,15;4,45;;;;;
;;31;4,46;6,16;4,45;;;;;
;;30;4,47;6,21;4,47;;;;;
